team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,season,match_type
Sunrisers Hyderabad,Mumbai Indians,01-05-2013,Mumbai Indians,bat,Sunrisers Hyderabad,I Sharma,"Rajiv Gandhi International Stadium, Uppal",6,League
Pune Warriors,Royal Challengers Bangalore,02-05-2013,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,AB de Villiers,Subrata Roy Sahara Stadium,6,League
Chennai Super Kings,Kings XI Punjab,02-05-2013,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",6,League
Kolkata Knight Riders,Rajasthan Royals,03-05-2013,Rajasthan Royals,bat,Kolkata Knight Riders,YK Pathan,Eden Gardens,6,League
Sunrisers Hyderabad,Delhi Daredevils,04-05-2013,Delhi Daredevils,bat,Sunrisers Hyderabad,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",6,League
Rajasthan Royals,Pune Warriors,05-05-2013,Pune Warriors,bat,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,6,League
Mumbai Indians,Chennai Super Kings,05-05-2013,Mumbai Indians,bat,Mumbai Indians,MG Johnson,Wankhede Stadium,6,League
Kings XI Punjab,Royal Challengers Bangalore,06-05-2013,Kings XI Punjab,field,Kings XI Punjab,DA Miller,"Punjab Cricket Association Stadium, Mohali",6,League
Rajasthan Royals,Delhi Daredevils,07-05-2013,Delhi Daredevils,bat,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,6,League
Mumbai Indians,Kolkata Knight Riders,07-05-2013,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,Wankhede Stadium,6,League
Sunrisers Hyderabad,Chennai Super Kings,08-05-2013,Sunrisers Hyderabad,field,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal",6,League
Pune Warriors,Kolkata Knight Riders,09-05-2013,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Subrata Roy Sahara Stadium,6,League
Kings XI Punjab,Rajasthan Royals,09-05-2013,Rajasthan Royals,field,Rajasthan Royals,KK Cooper,"Punjab Cricket Association Stadium, Mohali",6,League
Delhi Daredevils,Royal Challengers Bangalore,10-05-2013,Delhi Daredevils,field,Royal Challengers Bangalore,JD Unadkat,Feroz Shah Kotla,6,League
Pune Warriors,Mumbai Indians,11-05-2013,Pune Warriors,bat,Mumbai Indians,MG Johnson,Subrata Roy Sahara Stadium,6,League
Kings XI Punjab,Sunrisers Hyderabad,11-05-2013,Kings XI Punjab,field,Sunrisers Hyderabad,PA Patel,"Punjab Cricket Association Stadium, Mohali",6,League
Rajasthan Royals,Chennai Super Kings,12-05-2013,Rajasthan Royals,field,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium,6,League
Kolkata Knight Riders,Royal Challengers Bangalore,12-05-2013,Kolkata Knight Riders,field,Kolkata Knight Riders,JH Kallis,JSCA International Stadium Complex,6,League
Mumbai Indians,Sunrisers Hyderabad,13-05-2013,Sunrisers Hyderabad,bat,Mumbai Indians,KA Pollard,Wankhede Stadium,6,League
Chennai Super Kings,Delhi Daredevils,14-05-2013,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",6,League
Royal Challengers Bangalore,Kings XI Punjab,14-05-2013,Kings XI Punjab,field,Kings XI Punjab,AC Gilchrist,M Chinnaswamy Stadium,6,League
Mumbai Indians,Rajasthan Royals,15-05-2013,Rajasthan Royals,field,Mumbai Indians,AP Tare,Wankhede Stadium,6,League
Kolkata Knight Riders,Pune Warriors,15-05-2013,Kolkata Knight Riders,field,Pune Warriors,MK Pandey,JSCA International Stadium Complex,6,League
Kings XI Punjab,Delhi Daredevils,16-05-2013,Delhi Daredevils,field,Kings XI Punjab,DA Miller,Himachal Pradesh Cricket Association Stadium,6,League
Sunrisers Hyderabad,Rajasthan Royals,17-05-2013,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",6,League
Royal Challengers Bangalore,Chennai Super Kings,18-05-2013,Chennai Super Kings,field,Royal Challengers Bangalore,V Kohli,M Chinnaswamy Stadium,6,League
Kings XI Punjab,Mumbai Indians,18-05-2013,Mumbai Indians,field,Kings XI Punjab,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,6,League
Sunrisers Hyderabad,Kolkata Knight Riders,19-05-2013,Kolkata Knight Riders,bat,Sunrisers Hyderabad,PA Patel,"Rajiv Gandhi International Stadium, Uppal",6,League
Pune Warriors,Delhi Daredevils,19-05-2013,Pune Warriors,bat,Pune Warriors,LJ Wright,Subrata Roy Sahara Stadium,6,League
Chennai Super Kings,Mumbai Indians,21-05-2013,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,Feroz Shah Kotla,6,Qualifier 1
Rajasthan Royals,Sunrisers Hyderabad,22-05-2013,Sunrisers Hyderabad,bat,Rajasthan Royals,BJ Hodge,Feroz Shah Kotla,6,Eliminator
Mumbai Indians,Rajasthan Royals,24-05-2013,Rajasthan Royals,bat,Mumbai Indians,Harbhajan Singh,Eden Gardens,6,Qualifier 2
Chennai Super Kings,Mumbai Indians,26-05-2013,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Eden Gardens,6,Final
Mumbai Indians,Kolkata Knight Riders,16-04-2014,Kolkata Knight Riders,bat,Kolkata Knight Riders,JH Kallis,Sheikh Zayed Stadium,7,League
Delhi Daredevils,Royal Challengers Bangalore,17-04-2014,Royal Challengers Bangalore,field,Royal Challengers Bangalore,YS Chahal,Sharjah Cricket Stadium,7,League
Sunrisers Hyderabad,Rajasthan Royals,18-04-2014,Rajasthan Royals,field,Rajasthan Royals,AM Rahane,Sheikh Zayed Stadium,7,League
Chennai Super Kings,Kings XI Punjab,18-04-2014,Chennai Super Kings,bat,Kings XI Punjab,GJ Maxwell,Sheikh Zayed Stadium,7,League
Kolkata Knight Riders,Delhi Daredevils,19-04-2014,Kolkata Knight Riders,bat,Delhi Daredevils,JP Duminy,Dubai International Cricket Stadium,7,League
Royal Challengers Bangalore,Mumbai Indians,19-04-2014,Royal Challengers Bangalore,field,Royal Challengers Bangalore,PA Patel,Dubai International Cricket Stadium,7,League
Rajasthan Royals,Kings XI Punjab,20-04-2014,Kings XI Punjab,field,Kings XI Punjab,GJ Maxwell,Sharjah Cricket Stadium,7,League
Chennai Super Kings,Delhi Daredevils,21-04-2014,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,Sheikh Zayed Stadium,7,League
Kings XI Punjab,Sunrisers Hyderabad,22-04-2014,Sunrisers Hyderabad,field,Kings XI Punjab,GJ Maxwell,Sharjah Cricket Stadium,7,League
Rajasthan Royals,Chennai Super Kings,23-04-2014,Rajasthan Royals,field,Chennai Super Kings,RA Jadeja,Dubai International Cricket Stadium,7,League
Royal Challengers Bangalore,Kolkata Knight Riders,24-04-2014,Royal Challengers Bangalore,field,Kolkata Knight Riders,CA Lynn,Sharjah Cricket Stadium,7,League
Sunrisers Hyderabad,Delhi Daredevils,25-04-2014,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,AJ Finch,Dubai International Cricket Stadium,7,League
Chennai Super Kings,Mumbai Indians,25-04-2014,Mumbai Indians,bat,Chennai Super Kings,MM Sharma,Dubai International Cricket Stadium,7,League
Rajasthan Royals,Royal Challengers Bangalore,26-04-2014,Rajasthan Royals,field,Rajasthan Royals,PV Tambe,Sheikh Zayed Stadium,7,League
Kolkata Knight Riders,Kings XI Punjab,26-04-2014,Kolkata Knight Riders,field,Kings XI Punjab,Sandeep Sharma,Sheikh Zayed Stadium,7,League
Sunrisers Hyderabad,Chennai Super Kings,27-04-2014,Sunrisers Hyderabad,bat,Chennai Super Kings,DR Smith,Sharjah Cricket Stadium,7,League
Delhi Daredevils,Mumbai Indians,27-04-2014,Mumbai Indians,bat,Delhi Daredevils,M Vijay,Sharjah Cricket Stadium,7,League
Kings XI Punjab,Royal Challengers Bangalore,28-04-2014,Kings XI Punjab,field,Kings XI Punjab,Sandeep Sharma,Dubai International Cricket Stadium,7,League
Kolkata Knight Riders,Rajasthan Royals,29-04-2014,Rajasthan Royals,bat,,JP Faulkner,Sheikh Zayed Stadium,7,League
Mumbai Indians,Sunrisers Hyderabad,30-04-2014,Mumbai Indians,field,Sunrisers Hyderabad,B Kumar,Dubai International Cricket Stadium,7,League
Chennai Super Kings,Kolkata Knight Riders,02-05-2014,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex,7,League
Mumbai Indians,Kings XI Punjab,03-05-2014,Kings XI Punjab,bat,Mumbai Indians,CJ Anderson,Wankhede Stadium,7,League
Delhi Daredevils,Rajasthan Royals,03-05-2014,Rajasthan Royals,field,Rajasthan Royals,KK Nair,Feroz Shah Kotla,7,League
Royal Challengers Bangalore,Sunrisers Hyderabad,04-05-2014,Royal Challengers Bangalore,field,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,7,League
Delhi Daredevils,Chennai Super Kings,05-05-2014,Chennai Super Kings,field,Chennai Super Kings,DR Smith,Feroz Shah Kotla,7,League
Rajasthan Royals,Kolkata Knight Riders,05-05-2014,Kolkata Knight Riders,field,Rajasthan Royals,PV Tambe,"Sardar Patel Stadium, Motera",7,League
Mumbai Indians,Royal Challengers Bangalore,06-05-2014,Royal Challengers Bangalore,field,Mumbai Indians,RG Sharma,Wankhede Stadium,7,League
Kings XI Punjab,Chennai Super Kings,07-05-2014,Chennai Super Kings,field,Kings XI Punjab,GJ Maxwell,Barabati Stadium,7,League
Delhi Daredevils,Kolkata Knight Riders,07-05-2014,Delhi Daredevils,bat,Kolkata Knight Riders,G Gambhir,Feroz Shah Kotla,7,League
Rajasthan Royals,Sunrisers Hyderabad,08-05-2014,Rajasthan Royals,field,Sunrisers Hyderabad,B Kumar,"Sardar Patel Stadium, Motera",7,League
Royal Challengers Bangalore,Kings XI Punjab,09-05-2014,Royal Challengers Bangalore,field,Kings XI Punjab,Sandeep Sharma,M Chinnaswamy Stadium,7,League
Mumbai Indians,Chennai Super Kings,10-05-2014,Chennai Super Kings,field,Chennai Super Kings,DR Smith,Wankhede Stadium,7,League
Delhi Daredevils,Sunrisers Hyderabad,10-05-2014,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DW Steyn,Feroz Shah Kotla,7,League
Royal Challengers Bangalore,Rajasthan Royals,11-05-2014,Royal Challengers Bangalore,bat,Rajasthan Royals,JP Faulkner,M Chinnaswamy Stadium,7,League
Kings XI Punjab,Kolkata Knight Riders,11-05-2014,Kolkata Knight Riders,field,Kolkata Knight Riders,G Gambhir,Barabati Stadium,7,League
Sunrisers Hyderabad,Mumbai Indians,12-05-2014,Sunrisers Hyderabad,bat,Mumbai Indians,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",7,League
Royal Challengers Bangalore,Delhi Daredevils,13-05-2014,Delhi Daredevils,field,Royal Challengers Bangalore,Yuvraj Singh,M Chinnaswamy Stadium,7,League
Chennai Super Kings,Rajasthan Royals,13-05-2014,Rajasthan Royals,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex,7,League
Kolkata Knight Riders,Mumbai Indians,14-05-2014,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Barabati Stadium,7,League
Sunrisers Hyderabad,Kings XI Punjab,14-05-2014,Kings XI Punjab,field,Kings XI Punjab,WP Saha,"Rajiv Gandhi International Stadium, Uppal",7,League
Rajasthan Royals,Delhi Daredevils,15-05-2014,Delhi Daredevils,field,Rajasthan Royals,AM Rahane,"Sardar Patel Stadium, Motera",7,League
Chennai Super Kings,Royal Challengers Bangalore,18-05-2014,Chennai Super Kings,bat,Royal Challengers Bangalore,AB de Villiers,JSCA International Stadium Complex,7,League
Sunrisers Hyderabad,Kolkata Knight Riders,18-05-2014,Sunrisers Hyderabad,bat,Kolkata Knight Riders,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",7,League
Rajasthan Royals,Mumbai Indians,19-05-2014,Mumbai Indians,bat,Mumbai Indians,MEK Hussey,"Sardar Patel Stadium, Motera",7,League
Delhi Daredevils,Kings XI Punjab,19-05-2014,Kings XI Punjab,field,Kings XI Punjab,AR Patel,Feroz Shah Kotla,7,League
Kolkata Knight Riders,Chennai Super Kings,20-05-2014,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens,7,League
Sunrisers Hyderabad,Royal Challengers Bangalore,20-05-2014,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",7,League
Kings XI Punjab,Mumbai Indians,21-05-2014,Mumbai Indians,field,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",7,League
Kolkata Knight Riders,Royal Challengers Bangalore,22-05-2014,Royal Challengers Bangalore,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens,7,League
Chennai Super Kings,Sunrisers Hyderabad,22-05-2014,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DA Warner,JSCA International Stadium Complex,7,League
Kings XI Punjab,Rajasthan Royals,23-05-2014,Rajasthan Royals,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",7,League
Mumbai Indians,Delhi Daredevils,23-05-2014,Delhi Daredevils,field,Mumbai Indians,MEK Hussey,Wankhede Stadium,7,League
Royal Challengers Bangalore,Chennai Super Kings,24-05-2014,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium,7,League
Kolkata Knight Riders,Sunrisers Hyderabad,24-05-2014,Kolkata Knight Riders,field,Kolkata Knight Riders,YK Pathan,Eden Gardens,7,League
Kings XI Punjab,Delhi Daredevils,25-05-2014,Kings XI Punjab,field,Kings XI Punjab,M Vohra,"Punjab Cricket Association Stadium, Mohali",7,League
Mumbai Indians,Rajasthan Royals,25-05-2014,Mumbai Indians,field,Mumbai Indians,CJ Anderson,Wankhede Stadium,7,League
Kings XI Punjab,Kolkata Knight Riders,27-05-2014,Kings XI Punjab,field,Kolkata Knight Riders,UT Yadav,Eden Gardens,7,Qualifier 1
Chennai Super Kings,Mumbai Indians,28-05-2014,Chennai Super Kings,field,Chennai Super Kings,SK Raina,Brabourne Stadium,7,Eliminator
Chennai Super Kings,Kings XI Punjab,30-05-2014,Chennai Super Kings,field,Kings XI Punjab,V Sehwag,Wankhede Stadium,7,Qualifier 2
Kolkata Knight Riders,Kings XI Punjab,01-06-2014,Kolkata Knight Riders,field,Kolkata Knight Riders,MK Pandey,M Chinnaswamy Stadium,7,Final
Kolkata Knight Riders,Mumbai Indians,08-04-2015,Kolkata Knight Riders,field,Kolkata Knight Riders,M Morkel,Eden Gardens,8,League
Chennai Super Kings,Delhi Daredevils,09-04-2015,Delhi Daredevils,field,Chennai Super Kings,A Nehra,"MA Chidambaram Stadium, Chepauk",8,League
Kings XI Punjab,Rajasthan Royals,10-04-2015,Kings XI Punjab,field,Rajasthan Royals,JP Faulkner,Maharashtra Cricket Association Stadium,8,League
Chennai Super Kings,Sunrisers Hyderabad,11-04-2015,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk",8,League
Kolkata Knight Riders,Royal Challengers Bangalore,11-04-2015,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,Eden Gardens,8,League
Mumbai Indians,Kings XI Punjab,12-04-2015,Mumbai Indians,field,Kings XI Punjab,GJ Bailey,Wankhede Stadium,8,League
Delhi Daredevils,Rajasthan Royals,12-04-2015,Rajasthan Royals,field,Rajasthan Royals,DJ Hooda,Feroz Shah Kotla,8,League
Royal Challengers Bangalore,Sunrisers Hyderabad,13-04-2015,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DA Warner,M Chinnaswamy Stadium,8,League
Rajasthan Royals,Mumbai Indians,14-04-2015,Mumbai Indians,bat,Rajasthan Royals,SPD Smith,"Sardar Patel Stadium, Motera",8,League
Kings XI Punjab,Delhi Daredevils,15-04-2015,Kings XI Punjab,bat,Delhi Daredevils,MA Agarwal,Maharashtra Cricket Association Stadium,8,League
Sunrisers Hyderabad,Rajasthan Royals,16-04-2015,Rajasthan Royals,field,Rajasthan Royals,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,League
Mumbai Indians,Chennai Super Kings,17-04-2015,Mumbai Indians,bat,Chennai Super Kings,A Nehra,Wankhede Stadium,8,League
Kings XI Punjab,Kolkata Knight Riders,18-04-2015,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Maharashtra Cricket Association Stadium,8,League
Sunrisers Hyderabad,Delhi Daredevils,18-04-2015,Delhi Daredevils,bat,Delhi Daredevils,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,League
Rajasthan Royals,Chennai Super Kings,19-04-2015,Chennai Super Kings,bat,Rajasthan Royals,AM Rahane,"Sardar Patel Stadium, Motera",8,League
Royal Challengers Bangalore,Mumbai Indians,19-04-2015,Royal Challengers Bangalore,field,Mumbai Indians,Harbhajan Singh,M Chinnaswamy Stadium,8,League
Delhi Daredevils,Kolkata Knight Riders,20-04-2015,Kolkata Knight Riders,field,Kolkata Knight Riders,UT Yadav,Feroz Shah Kotla,8,League
Rajasthan Royals,Kings XI Punjab,21-04-2015,Kings XI Punjab,field,,SE Marsh,"Sardar Patel Stadium, Motera",8,League
Sunrisers Hyderabad,Kolkata Knight Riders,22-04-2015,Kolkata Knight Riders,field,Sunrisers Hyderabad,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,League
Royal Challengers Bangalore,Chennai Super Kings,22-04-2015,Royal Challengers Bangalore,field,Chennai Super Kings,SK Raina,M Chinnaswamy Stadium,8,League
Delhi Daredevils,Mumbai Indians,23-04-2015,Mumbai Indians,field,Delhi Daredevils,SS Iyer,Feroz Shah Kotla,8,League
Rajasthan Royals,Royal Challengers Bangalore,24-04-2015,Royal Challengers Bangalore,field,Royal Challengers Bangalore,MA Starc,"Sardar Patel Stadium, Motera",8,League
Mumbai Indians,Sunrisers Hyderabad,25-04-2015,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Wankhede Stadium,8,League
Chennai Super Kings,Kings XI Punjab,25-04-2015,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk",8,League
Delhi Daredevils,Royal Challengers Bangalore,26-04-2015,Royal Challengers Bangalore,field,Royal Challengers Bangalore,VR Aaron,Feroz Shah Kotla,8,League
Kings XI Punjab,Sunrisers Hyderabad,27-04-2015,Kings XI Punjab,field,Sunrisers Hyderabad,TA Boult,"Punjab Cricket Association Stadium, Mohali",8,League
Chennai Super Kings,Kolkata Knight Riders,28-04-2015,Kolkata Knight Riders,field,Chennai Super Kings,DJ Bravo,"MA Chidambaram Stadium, Chepauk",8,League
Royal Challengers Bangalore,Rajasthan Royals,29-04-2015,Rajasthan Royals,field,,N,M Chinnaswamy Stadium,8,League
Kolkata Knight Riders,Chennai Super Kings,30-04-2015,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Eden Gardens,8,League
Delhi Daredevils,Kings XI Punjab,01-05-2015,Delhi Daredevils,field,Delhi Daredevils,NM Coulter-Nile,Feroz Shah Kotla,8,League
Mumbai Indians,Rajasthan Royals,01-05-2015,Rajasthan Royals,field,Mumbai Indians,AT Rayudu,Wankhede Stadium,8,League
Sunrisers Hyderabad,Chennai Super Kings,02-05-2015,Chennai Super Kings,field,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",8,League
Royal Challengers Bangalore,Kolkata Knight Riders,02-05-2015,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mandeep Singh,M Chinnaswamy Stadium,8,League
Rajasthan Royals,Delhi Daredevils,03-05-2015,Delhi Daredevils,field,Rajasthan Royals,AM Rahane,Brabourne Stadium,8,League
Kings XI Punjab,Mumbai Indians,03-05-2015,Mumbai Indians,bat,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",8,League
Chennai Super Kings,Royal Challengers Bangalore,04-05-2015,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",8,League
Kolkata Knight Riders,Sunrisers Hyderabad,04-05-2015,Sunrisers Hyderabad,field,Kolkata Knight Riders,UT Yadav,Eden Gardens,8,League
Mumbai Indians,Delhi Daredevils,05-05-2015,Delhi Daredevils,bat,Mumbai Indians,Harbhajan Singh,Wankhede Stadium,8,League
Royal Challengers Bangalore,Kings XI Punjab,06-05-2015,Kings XI Punjab,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,8,League
Rajasthan Royals,Sunrisers Hyderabad,07-05-2015,Rajasthan Royals,field,Sunrisers Hyderabad,EJG Morgan,Brabourne Stadium,8,League
Kolkata Knight Riders,Delhi Daredevils,07-05-2015,Kolkata Knight Riders,bat,Kolkata Knight Riders,PP Chawla,Eden Gardens,8,League
Chennai Super Kings,Mumbai Indians,08-05-2015,Chennai Super Kings,bat,Mumbai Indians,HH Pandya,"MA Chidambaram Stadium, Chepauk",8,League
Kolkata Knight Riders,Kings XI Punjab,09-05-2015,Kings XI Punjab,bat,Kolkata Knight Riders,AD Russell,Eden Gardens,8,League
Delhi Daredevils,Sunrisers Hyderabad,09-05-2015,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,MC Henriques,Shaheed Veer Narayan Singh International Stadium,8,League
Mumbai Indians,Royal Challengers Bangalore,10-05-2015,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,AB de Villiers,Wankhede Stadium,8,League
Chennai Super Kings,Rajasthan Royals,10-05-2015,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk",8,League
Sunrisers Hyderabad,Kings XI Punjab,11-05-2015,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",8,League
Delhi Daredevils,Chennai Super Kings,12-05-2015,Chennai Super Kings,bat,Delhi Daredevils,Z Khan,Shaheed Veer Narayan Singh International Stadium,8,League
Kings XI Punjab,Royal Challengers Bangalore,13-05-2015,Royal Challengers Bangalore,field,Kings XI Punjab,AR Patel,"Punjab Cricket Association Stadium, Mohali",8,League
Mumbai Indians,Kolkata Knight Riders,14-05-2015,Kolkata Knight Riders,field,Mumbai Indians,HH Pandya,Wankhede Stadium,8,League
Sunrisers Hyderabad,Royal Challengers Bangalore,15-05-2015,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,V Kohli,"Rajiv Gandhi International Stadium, Uppal",8,League
Rajasthan Royals,Kolkata Knight Riders,16-05-2015,Rajasthan Royals,bat,Rajasthan Royals,SR Watson,Brabourne Stadium,8,League
Kings XI Punjab,Chennai Super Kings,16-05-2015,Kings XI Punjab,bat,Chennai Super Kings,P Negi,"Punjab Cricket Association Stadium, Mohali",8,League
Royal Challengers Bangalore,Delhi Daredevils,17-05-2015,Royal Challengers Bangalore,field,,N,M Chinnaswamy Stadium,8,League
Sunrisers Hyderabad,Mumbai Indians,17-05-2015,Sunrisers Hyderabad,bat,Mumbai Indians,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",8,League
Chennai Super Kings,Mumbai Indians,19-05-2015,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Wankhede Stadium,8,Qualifier 1
Royal Challengers Bangalore,Rajasthan Royals,20-05-2015,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,AB de Villiers,Maharashtra Cricket Association Stadium,8,Eliminator
Chennai Super Kings,Royal Challengers Bangalore,22-05-2015,Chennai Super Kings,field,Chennai Super Kings,A Nehra,JSCA International Stadium Complex,8,Qualifier 2
Mumbai Indians,Chennai Super Kings,24-05-2015,Chennai Super Kings,field,Mumbai Indians,RG Sharma,Eden Gardens,8,Final
Mumbai Indians,Rising Pune Supergiants,09-04-2016,Mumbai Indians,bat,Rising Pune Supergiants,AM Rahane,Wankhede Stadium,9,League
Kolkata Knight Riders,Delhi Daredevils,10-04-2016,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Eden Gardens,9,League
Kings XI Punjab,Gujarat Lions,11-04-2016,Gujarat Lions,field,Gujarat Lions,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,League
Royal Challengers Bangalore,Sunrisers Hyderabad,12-04-2016,Sunrisers Hyderabad,field,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,9,League
Kolkata Knight Riders,Mumbai Indians,13-04-2016,Mumbai Indians,field,Mumbai Indians,RG Sharma,Eden Gardens,9,League
Gujarat Lions,Rising Pune Supergiants,14-04-2016,Rising Pune Supergiants,bat,Gujarat Lions,AJ Finch,Saurashtra Cricket Association Stadium,9,League
Delhi Daredevils,Kings XI Punjab,15-04-2016,Delhi Daredevils,field,Delhi Daredevils,A Mishra,Feroz Shah Kotla,9,League
Sunrisers Hyderabad,Kolkata Knight Riders,16-04-2016,Sunrisers Hyderabad,bat,Kolkata Knight Riders,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",9,League
Mumbai Indians,Gujarat Lions,16-04-2016,Gujarat Lions,field,Gujarat Lions,AJ Finch,Wankhede Stadium,9,League
Kings XI Punjab,Rising Pune Supergiants,17-04-2016,Rising Pune Supergiants,bat,Kings XI Punjab,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,League
Royal Challengers Bangalore,Delhi Daredevils,17-04-2016,Delhi Daredevils,field,Delhi Daredevils,Q de Kock,M Chinnaswamy Stadium,9,League
Sunrisers Hyderabad,Mumbai Indians,18-04-2016,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",9,League
Kings XI Punjab,Kolkata Knight Riders,19-04-2016,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,League
Mumbai Indians,Royal Challengers Bangalore,20-04-2016,Mumbai Indians,field,Mumbai Indians,RG Sharma,Wankhede Stadium,9,League
Gujarat Lions,Sunrisers Hyderabad,21-04-2016,Sunrisers Hyderabad,field,Sunrisers Hyderabad,B Kumar,Saurashtra Cricket Association Stadium,9,League
Rising Pune Supergiants,Royal Challengers Bangalore,22-04-2016,Rising Pune Supergiants,field,Royal Challengers Bangalore,AB de Villiers,Maharashtra Cricket Association Stadium,9,League
Sunrisers Hyderabad,Kings XI Punjab,23-04-2016,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",9,League
Delhi Daredevils,Mumbai Indians,23-04-2016,Mumbai Indians,field,Delhi Daredevils,SV Samson,Feroz Shah Kotla,9,League
Rising Pune Supergiants,Kolkata Knight Riders,24-04-2016,Kolkata Knight Riders,field,Kolkata Knight Riders,SA Yadav,Maharashtra Cricket Association Stadium,9,League
Gujarat Lions,Royal Challengers Bangalore,24-04-2016,Royal Challengers Bangalore,bat,Gujarat Lions,V Kohli,Saurashtra Cricket Association Stadium,9,League
Kings XI Punjab,Mumbai Indians,25-04-2016,Kings XI Punjab,field,Mumbai Indians,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,League
Sunrisers Hyderabad,Rising Pune Supergiants,26-04-2016,Rising Pune Supergiants,field,Rising Pune Supergiants,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",9,League
Delhi Daredevils,Gujarat Lions,27-04-2016,Delhi Daredevils,field,Gujarat Lions,CH Morris,Feroz Shah Kotla,9,League
Mumbai Indians,Kolkata Knight Riders,28-04-2016,Mumbai Indians,field,Mumbai Indians,RG Sharma,Wankhede Stadium,9,League
